row_id,order_id,customer_id,product_id,ship_mode,sales,quantity,discount,profit,profit_margin,order_date_id,ship_date_id
24,US-2018-156909,SF-20065,FUR-CH-10002774,Second Class,71.372,1,0.0,14.2744,0.2,12,931
25,CA-2016-106320,EB-13870,FUR-TA-10000577,Standard Class,1044.63,1,0.0,208.92600000000004,0.2,13,1232
26,CA-2017-121755,EH-13945,OFF-BI-10001634,Second Class,11.648,1,0.0,2.3296,0.2,14,1233
27,CA-2017-121755,EH-13945,TEC-AC-10003027,Second Class,90.57,1,0.0,18.114,0.2,14,1233
28,US-2016-150630,TB-21520,FUR-BO-10004834,Standard Class,3083.43,1,0.0,616.686,0.2,15,482
29,US-2016-150630,TB-21520,OFF-BI-10000474,Standard Class,9.618,1,0.0,1.9236000000000002,0.2,15,482
30,US-2016-150630,TB-21520,FUR-FU-10004848,Standard Class,124.2,1,0.0,24.840000000000003,0.2,15,482
31,US-2016-150630,TB-21520,OFF-EN-10001509,Standard Class,3.264,1,0.0,0.6528,0.20000000000000004,15,482
32,US-2016-150630,TB-21520,OFF-AR-10004042,Standard Class,86.304,1,0.0,17.2608,0.19999999999999998,15,482
33,US-2016-150630,TB-21520,OFF-BI-10001525,Standard Class,6.858,1,0.0,1.3716,0.2,15,482
34,US-2016-150630,TB-21520,OFF-AR-10001683,Standard Class,15.76,1,0.0,3.152,0.2,15,482
35,CA-2018-107727,MA-17560,OFF-PA-10000249,Second Class,29.472,1,0.0,5.894400000000001,0.2,16,437
36,CA-2017-117590,GH-14485,TEC-PH-10004977,First Class,1097.544,1,0.0,219.50880000000004,0.2,17,108
37,CA-2017-117590,GH-14485,FUR-FU-10003664,First Class,190.92,1,0.0,38.184,0.2,17,108
38,CA-2016-117415,SN-20710,OFF-EN-10002986,Standard Class,113.328,1,0.0,22.6656,0.2,18,621
39,CA-2016-117415,SN-20710,FUR-BO-10002545,Standard Class,532.3992,1,0.0,106.47984,0.2,18,621
40,CA-2016-117415,SN-20710,FUR-CH-10004218,Standard Class,212.058,1,0.0,42.4116,0.2,18,621
41,CA-2016-117415,SN-20710,TEC-PH-10000486,Standard Class,371.168,1,0.0,74.23360000000001,0.2,18,621
42,CA-2018-120999,LC-16930,TEC-PH-10004093,Standard Class,147.168,1,0.0,29.433600000000002,0.2,19,176
43,CA-2017-101343,RA-19885,OFF-ST-10003479,Standard Class,77.88,1,0.0,15.576,0.2,20,406
44,CA-2018-139619,ES-14080,OFF-ST-10003282,Standard Class,95.616,1,0.0,19.1232,0.2,21,398
45,CA-2017-118255,ON-18715,TEC-AC-10000171,First Class,45.98,1,0.0,9.196,0.2,22,70
46,CA-2017-118255,ON-18715,OFF-BI-10003291,First Class,17.46,1,0.0,3.4920000000000004,0.2,22,70
47,CA-2015-146703,PO-18865,OFF-ST-10001713,Second Class,211.96,1,0.0,42.392,0.2,23,1090
48,CA-2017-169194,LH-16900,TEC-AC-10002167,Standard Class,45.0,1,0.0,9.0,0.2,24,675
49,CA-2017-169194,LH-16900,TEC-PH-10003988,Standard Class,21.8,1,0.0,4.36,0.2,24,675
50,CA-2016-115742,DP-13000,OFF-BI-10004410,Standard Class,38.22,1,0.0,7.644,0.2,25,1101
51,CA-2016-115742,DP-13000,OFF-LA-10002762,Standard Class,75.18,1,0.0,15.036000000000001,0.2,25,1101
52,CA-2016-115742,DP-13000,FUR-FU-10001706,Standard Class,6.16,1,0.0,1.2320000000000002,0.20000000000000004,25,1101
53,CA-2016-115742,DP-13000,FUR-CH-10003061,Standard Class,89.99,1,0.0,17.998,0.2,25,1101
54,CA-2017-105816,JM-15265,OFF-FA-10000304,Standard Class,15.26,1,0.0,3.052,0.2,26,908
55,CA-2017-105816,JM-15265,TEC-PH-10002447,Standard Class,1029.95,1,0.0,205.99,0.2,26,908
56,CA-2017-111682,TB-21055,OFF-ST-10000604,First Class,208.56,1,0.0,41.712,0.2,27,1134
57,CA-2017-111682,TB-21055,OFF-PA-10001569,First Class,32.4,1,0.0,6.48,0.2,27,1134
58,CA-2017-111682,TB-21055,FUR-CH-10003968,First Class,319.41,1,0.0,63.882000000000005,0.2,27,1134
59,CA-2017-111682,TB-21055,OFF-PA-10000587,First Class,14.56,1,0.0,2.9120000000000004,0.2,27,1134
60,CA-2017-111682,TB-21055,TEC-AC-10002167,First Class,30.0,1,0.0,6.0,0.2,27,1134
61,CA-2017-111682,TB-21055,OFF-BI-10001460,First Class,48.48,1,0.0,9.696,0.2,27,1134
62,CA-2017-111682,TB-21055,OFF-AR-10001868,First Class,1.68,1,0.0,0.336,0.2,27,1134
63,CA-2016-135545,KM-16720,TEC-AC-10004633,Standard Class,13.98,1,0.0,2.7960000000000003,0.2,28,673
64,CA-2016-135545,KM-16720,OFF-BI-10001078,Standard Class,25.824,1,0.0,5.1648000000000005,0.2,28,673
65,CA-2016-135545,KM-16720,OFF-PA-10003892,Standard Class,146.73,1,0.0,29.346,0.2,28,673
66,CA-2016-135545,KM-16720,FUR-FU-10000397,Standard Class,79.76,1,0.0,15.952000000000002,0.2,28,673
67,US-2016-164175,PS-18970,FUR-CH-10001146,Standard Class,213.115,1,0.0,42.623000000000005,0.2,29,1234
68,CA-2015-106376,BS-11590,OFF-AR-10002671,Standard Class,1113.024,1,0.0,222.60479999999998,0.2,30,326
69,CA-2015-106376,BS-11590,TEC-PH-10002726,Standard Class,167.968,1,0.0,33.5936,0.20000000000000004,30,326
70,CA-2017-119823,KD-16270,OFF-PA-10000482,First Class,75.88,1,0.0,15.176,0.2,31,113
71,CA-2017-106075,HM-14980,OFF-BI-10004654,Standard Class,4.616,1,0.0,0.9232,0.2,32,714
72,CA-2018-114440,TB-21520,OFF-PA-10004675,Second Class,19.05,1,0.0,3.8100000000000005,0.2,33,698
73,US-2016-134026,JE-15745,FUR-CH-10000513,Standard Class,831.936,1,0.0,166.3872,0.2,34,943
74,US-2016-134026,JE-15745,FUR-FU-10003708,Standard Class,97.04,1,0.0,19.408,0.2,34,943
75,US-2016-134026,JE-15745,OFF-ST-10004123,Standard Class,72.784,1,0.0,14.556800000000003,0.2,34,943
76,US-2018-118038,KB-16600,OFF-BI-10004182,First Class,1.248,1,0.0,0.24960000000000002,0.2,35,158
77,US-2018-118038,KB-16600,FUR-FU-10000260,First Class,9.708,1,0.0,1.9416000000000002,0.2,35,158
78,US-2018-118038,KB-16600,OFF-ST-10000615,First Class,27.24,1,0.0,5.448,0.20000000000000004,35,158
79,US-2015-147606,JE-15745,FUR-FU-10003194,Second Class,19.3,1,0.0,3.8600000000000003,0.2,36,589
80,CA-2017-127208,SC-20770,OFF-AP-10002118,First Class,208.16,1,0.0,41.632000000000005,0.20000000000000004,2,1086
81,CA-2017-127208,SC-20770,OFF-BI-10002309,First Class,16.74,1,0.0,3.348,0.2,2,1086
82,CA-2015-139451,DN-13690,OFF-AR-10002053,Standard Class,14.9,1,0.0,2.9800000000000004,0.2,37,1080
83,CA-2015-139451,DN-13690,OFF-ST-10002370,Standard Class,21.39,1,0.0,4.2780000000000005,0.2,37,1080
84,CA-2016-149734,JC-16105,OFF-EN-10000927,Standard Class,200.984,1,0.0,40.1968,0.2,38,1015
85,US-2018-119662,CS-12400,OFF-ST-10003656,First Class,230.376,1,0.0,46.0752,0.2,39,674
86,CA-2018-140088,PO-18865,FUR-CH-10000863,Second Class,301.96,1,0.0,60.391999999999996,0.2,40,1110
87,CA-2018-155558,PG-18895,TEC-AC-10001998,Standard Class,19.99,1,0.0,3.9979999999999998,0.2,41,809
88,CA-2018-155558,PG-18895,OFF-LA-10000134,Standard Class,6.16,1,0.0,1.2320000000000002,0.20000000000000004,41,809
89,CA-2017-159695,GM-14455,OFF-ST-10003442,Second Class,158.368,1,0.0,31.6736,0.2,42,343
90,CA-2017-109806,JS-15685,OFF-AR-10004930,Standard Class,20.1,1,0.0,4.0200000000000005,0.2,43,898
91,CA-2017-109806,JS-15685,TEC-PH-10004093,Standard Class,73.584,1,0.0,14.716800000000001,0.2,43,898
92,CA-2017-109806,JS-15685,OFF-PA-10000304,Standard Class,6.48,1,0.0,1.2960000000000003,0.20000000000000004,43,898
93,CA-2016-149587,KB-16315,OFF-PA-10003177,Second Class,12.96,1,0.0,2.5920000000000005,0.20000000000000004,44,1235
94,CA-2016-149587,KB-16315,FUR-FU-10003799,Second Class,53.34,1,0.0,10.668000000000001,0.2,44,1235
95,CA-2016-149587,KB-16315,OFF-BI-10002852,Second Class,32.96,1,0.0,6.5920000000000005,0.2,44,1235
96,US-2018-109484,RB-19705,OFF-BI-10004738,Standard Class,5.682,1,0.0,1.1364,0.2,45,106
97,CA-2018-161018,PN-18775,FUR-FU-10000629,Second Class,96.53,1,0.0,19.306,0.2,46,344
98,CA-2018-157833,KD-16345,OFF-BI-10001721,First Class,51.312,1,0.0,10.2624,0.2,47,309
99,CA-2017-149223,ER-13855,OFF-AP-10000358,Standard Class,77.88,1,0.0,15.576,0.2,48,109
100,CA-2017-158568,RB-19465,OFF-PA-10003256,Standard Class,64.624,1,0.0,12.9248,0.2,49,477
101,CA-2017-158568,RB-19465,TEC-AC-10001767,Standard Class,95.976,1,0.0,19.1952,0.2,49,477
102,CA-2017-158568,RB-19465,OFF-BI-10002609,Standard Class,1.788,1,0.0,0.35760000000000003,0.2,49,477
103,CA-2017-129903,GZ-14470,OFF-PA-10004040,Second Class,23.92,1,0.0,4.784000000000001,0.2,50,430
104,US-2016-156867,LC-16870,TEC-AC-10001552,Standard Class,238.896,1,0.0,47.7792,0.2,51,973
105,US-2016-156867,LC-16870,FUR-FU-10004006,Standard Class,102.36,1,0.0,20.472,0.2,51,973
106,US-2016-156867,LC-16870,OFF-BI-10002794,Standard Class,36.882,1,0.0,7.3764,0.2,51,973
107,CA-2018-119004,JM-15250,TEC-AC-10003499,Standard Class,74.112,1,0.0,14.8224,0.2,52,355
108,CA-2018-119004,JM-15250,TEC-PH-10002844,Standard Class,27.992,1,0.0,5.598400000000001,0.2,52,355
109,CA-2018-119004,JM-15250,OFF-AR-10000390,Standard Class,3.304,1,0.0,0.6608,0.20000000000000004,52,355
110,CA-2016-129476,PA-19060,TEC-AC-10000844,Standard Class,339.96,1,0.0,67.992,0.20000000000000004,53,1183
111,CA-2018-146780,CV-12805,FUR-FU-10001934,Standard Class,41.96,1,0.0,8.392000000000001,0.20000000000000004,54,248
112,CA-2017-128867,CL-12565,OFF-AR-10000380,Standard Class,75.96,1,0.0,15.192,0.2,55,339
113,CA-2017-128867,CL-12565,OFF-BI-10003981,Standard Class,27.24,1,0.0,5.448,0.20000000000000004,55,339
114,CA-2015-115259,RC-19960,OFF-FA-10000621,Second Class,40.096,1,0.0,8.0192,0.2,56,10
115,CA-2015-115259,RC-19960,OFF-EN-10002600,Second Class,4.72,1,0.0,0.944,0.2,56,10
116,CA-2015-115259,RC-19960,OFF-PA-10004965,Second Class,23.976,1,0.0,4.7952,0.2,56,10
117,CA-2015-115259,RC-19960,OFF-EN-10002504,Second Class,130.464,1,0.0,26.0928,0.2,56,10
118,CA-2016-110457,DK-13090,FUR-TA-10001768,Standard Class,787.53,1,0.0,157.506,0.2,57,700
119,US-2016-136476,GG-14650,OFF-BI-10003650,Standard Class,157.794,1,0.0,31.558800000000005,0.2,58,890
120,CA-2017-103730,SC-20725,FUR-FU-10002157,First Class,47.04,1,0.0,9.408,0.19999999999999998,2,1086
121,CA-2017-103730,SC-20725,OFF-BI-10003910,First Class,30.84,1,0.0,6.168,0.2,2,1086
122,CA-2017-103730,SC-20725,OFF-ST-10000777,First Class,226.56,1,0.0,45.312000000000005,0.2,2,1086
123,CA-2017-103730,SC-20725,OFF-EN-10002500,First Class,115.02,1,0.0,23.004,0.2,2,1086
124,CA-2017-103730,SC-20725,TEC-PH-10003875,First Class,68.04,1,0.0,13.608000000000002,0.2,2,1086
125,US-2015-152030,AD-10180,FUR-CH-10004063,Second Class,600.558,1,0.0,120.11160000000001,0.2,59,130
126,US-2015-134614,PF-19165,FUR-TA-10004534,Standard Class,617.7,1,0.0,123.54000000000002,0.2,60,795
127,US-2018-107272,TS-21610,OFF-BI-10003274,Standard Class,2.388,1,0.0,0.4776,0.2,61,106
128,US-2018-107272,TS-21610,OFF-ST-10002974,Standard Class,243.992,1,0.0,48.7984,0.2,61,106
129,US-2017-125969,LS-16975,FUR-CH-10001146,Second Class,81.424,1,0.0,16.2848,0.19999999999999998,62,339
130,US-2017-125969,LS-16975,FUR-FU-10003773,Second Class,238.56,1,0.0,47.712,0.2,62,339
131,US-2018-164147,DW-13585,TEC-PH-10002293,First Class,59.97,1,0.0,11.994,0.2,63,1120
132,US-2018-164147,DW-13585,OFF-PA-10002377,First Class,78.304,1,0.0,15.660800000000002,0.2,63,1120
133,US-2018-164147,DW-13585,OFF-FA-10002780,First Class,21.456,1,0.0,4.2912,0.2,63,1120
134,CA-2017-145583,LC-16885,OFF-PA-10001804,Standard Class,20.04,1,0.0,4.008,0.2,64,1236
135,CA-2017-145583,LC-16885,OFF-PA-10001736,Standard Class,35.44,1,0.0,7.088,0.2,64,1236
136,CA-2017-145583,LC-16885,OFF-AR-10001149,Standard Class,11.52,1,0.0,2.304,0.19999999999999998,64,1236
137,CA-2017-145583,LC-16885,OFF-FA-10002988,Standard Class,4.02,1,0.0,0.8039999999999999,0.2,64,1236
138,CA-2017-145583,LC-16885,OFF-BI-10004781,Standard Class,76.176,1,0.0,15.2352,0.2,64,1236
139,CA-2017-145583,LC-16885,OFF-SU-10001218,Standard Class,65.88,1,0.0,13.176,0.2,64,1236
140,CA-2017-145583,LC-16885,FUR-FU-10001706,Standard Class,43.12,1,0.0,8.624,0.2,64,1236
141,CA-2017-110366,JD-15895,FUR-FU-10004848,Second Class,82.8,1,0.0,16.56,0.19999999999999998,65,1237
142,CA-2018-106180,SH-19975,OFF-AR-10000940,Standard Class,8.82,1,0.0,1.7640000000000002,0.2,66,398
143,CA-2018-106180,SH-19975,OFF-EN-10004030,Standard Class,10.86,1,0.0,2.172,0.2,66,398
144,CA-2018-106180,SH-19975,OFF-PA-10004327,Standard Class,143.7,1,0.0,28.74,0.2,66,398
145,CA-2018-155376,SG-20080,OFF-AP-10001058,Standard Class,839.43,1,0.0,167.886,0.2,67,754
146,CA-2016-110744,HA-14920,OFF-ST-10003656,Standard Class,671.93,1,0.0,134.386,0.2,68,812
147,CA-2015-110072,MG-17680,FUR-FU-10000521,Standard Class,93.888,1,0.0,18.777600000000003,0.2,69,920
148,CA-2017-114489,JE-16165,TEC-PH-10000215,Standard Class,384.45,1,0.0,76.89,0.2,6,11
149,CA-2017-114489,JE-16165,TEC-PH-10001448,Standard Class,149.97,1,0.0,29.994,0.2,6,11
150,CA-2017-114489,JE-16165,FUR-CH-10000454,Standard Class,1951.84,1,0.0,390.368,0.2,6,11
151,CA-2017-114489,JE-16165,OFF-BI-10002735,Standard Class,171.55,1,0.0,34.31,0.2,6,11
152,CA-2017-158834,TW-21025,OFF-AP-10000326,First Class,157.92,1,0.0,31.584,0.2,70,1238
153,CA-2017-158834,TW-21025,TEC-PH-10001254,First Class,203.184,1,0.0,40.6368,0.2,70,1238
154,CA-2016-124919,SP-20650,OFF-PA-10001950,First Class,58.38,1,0.0,11.676000000000002,0.2,71,1239
155,CA-2016-124919,SP-20650,OFF-PA-10002254,First Class,105.52,1,0.0,21.104,0.2,71,1239
156,CA-2016-124919,SP-20650,OFF-ST-10001590,First Class,80.88,1,0.0,16.176,0.19999999999999998,71,1239
157,CA-2016-118948,NK-18490,OFF-AR-10001547,Standard Class,6.63,1,0.0,1.326,0.2,72,1240
158,CA-2015-104269,DB-13060,FUR-CH-10004063,Second Class,457.568,1,0.0,91.5136,0.2,73,1241
159,CA-2017-114104,NP-18670,OFF-LA-10002475,Standard Class,14.62,1,0.0,2.924,0.2,74,391
160,CA-2017-114104,NP-18670,TEC-PH-10004536,Standard Class,944.93,1,0.0,188.986,0.2,74,391
161,CA-2017-162733,TT-21070,OFF-PA-10002751,First Class,5.98,1,0.0,1.1960000000000002,0.2,75,537
162,CA-2016-119697,EM-13960,TEC-AC-10003657,Second Class,54.384,1,0.0,10.876800000000001,0.2,76,621
163,CA-2017-154508,RD-19900,OFF-EN-10001990,Standard Class,28.4,1,0.0,5.68,0.2,77,74
164,CA-2017-113817,MJ-17740,OFF-BI-10004002,Standard Class,27.68,1,0.0,5.5360000000000005,0.2,78,584
165,CA-2015-139892,BM-11140,OFF-AR-10004441,Standard Class,9.936,1,0.0,1.9872,0.2,79,172
166,CA-2015-139892,BM-11140,TEC-MA-10000822,Standard Class,8159.952,1,0.0,1631.9904000000001,0.2,79,172
167,CA-2015-139892,BM-11140,OFF-ST-10000991,Standard Class,275.928,1,0.0,55.1856,0.2,79,172
168,CA-2015-139892,BM-11140,FUR-CH-10004287,Standard Class,1740.06,1,0.0,348.012,0.2,79,172
169,CA-2015-139892,BM-11140,OFF-AR-10002656,Standard Class,32.064,1,0.0,6.412800000000001,0.2,79,172
170,CA-2015-139892,BM-11140,OFF-AP-10002518,Standard Class,177.98,1,0.0,35.596,0.19999999999999998,79,172
171,CA-2015-139892,BM-11140,TEC-PH-10003931,Standard Class,143.976,1,0.0,28.7952,0.2,79,172
172,CA-2015-118962,CS-12130,OFF-PA-10000659,Standard Class,20.94,1,0.0,4.188000000000001,0.2,80,129
173,CA-2015-118962,CS-12130,OFF-PA-10001144,Standard Class,110.96,1,0.0,22.192,0.2,80,129
174,CA-2015-118962,CS-12130,FUR-CH-10003817,Standard Class,340.144,1,0.0,68.0288,0.2,80,129
175,US-2015-100853,JB-15400,OFF-AP-10000891,Standard Class,52.448,1,0.0,10.489600000000001,0.2,81,112
176,US-2015-100853,JB-15400,OFF-LA-10003148,Standard Class,20.16,1,0.0,4.032,0.2,81,112
177,US-2018-152366,SJ-20500,OFF-AP-10002684,Second Class,97.264,1,0.0,19.4528,0.2,82,1017
178,US-2016-101511,JE-15745,FUR-CH-10004698,Second Class,396.802,1,0.0,79.36040000000001,0.2,83,522
179,US-2016-101511,JE-15745,OFF-SU-10002189,Second Class,15.88,1,0.0,3.176,0.2,83,522
180,CA-2016-137225,JK-15640,OFF-AR-10001940,Standard Class,3.28,1,0.0,0.656,0.2,84,547
181,CA-2015-166191,DK-13150,OFF-ST-10003455,Second Class,24.816,1,0.0,4.9632000000000005,0.20000000000000004,30,338
182,CA-2015-166191,DK-13150,TEC-AC-10004659,Second Class,408.744,1,0.0,81.74880000000002,0.20000000000000004,30,338
183,CA-2015-158274,RM-19675,TEC-PH-10003273,Second Class,503.96,1,0.0,100.792,0.2,85,157
184,CA-2015-158274,RM-19675,TEC-PH-10004896,Second Class,149.95,1,0.0,29.99,0.2,85,157
185,CA-2015-158274,RM-19675,TEC-AC-10002345,Second Class,29.0,1,0.0,5.800000000000001,0.2,85,157
186,CA-2017-105018,SK-19990,OFF-BI-10001890,Standard Class,7.16,1,0.0,1.4320000000000002,0.2,86,500
187,CA-2015-123260,FM-14290,TEC-AC-10002323,Standard Class,176.8,1,0.0,35.36000000000001,0.2,87,1195
188,CA-2017-157000,AM-10360,OFF-ST-10001328,Standard Class,37.224,1,0.0,7.4448,0.2,88,406
189,CA-2017-157000,AM-10360,OFF-PA-10001950,Standard Class,20.016,1,0.0,4.0032,0.2,88,406
190,CA-2016-102281,MP-17470,FUR-BO-10002613,First Class,899.136,1,0.0,179.8272,0.2,89,1242
191,CA-2016-102281,MP-17470,TEC-PH-10001552,First Class,71.76,1,0.0,14.352000000000002,0.2,89,1242
192,CA-2016-102281,MP-17470,OFF-PA-10000061,First Class,51.84,1,0.0,10.368000000000002,0.20000000000000004,89,1242
193,CA-2016-102281,MP-17470,FUR-BO-10002545,First Class,626.352,1,0.0,125.2704,0.2,89,1242
194,CA-2016-102281,MP-17470,OFF-AR-10003514,First Class,19.9,1,0.0,3.98,0.2,89,1242
195,CA-2016-131457,MZ-17515,OFF-EN-10001509,Standard Class,14.28,1,0.0,2.856,0.2,90,377
196,CA-2015-140004,CB-12025,OFF-AR-10004685,Standard Class,7.408,1,0.0,1.4816000000000003,0.2,91,728
197,CA-2015-140004,CB-12025,OFF-AR-10004027,Standard Class,6.048,1,0.0,1.2096,0.2,91,728
198,CA-2018-107720,VM-21685,OFF-ST-10001414,Standard Class,46.26,1,0.0,9.252,0.2,45,39
199,US-2018-124303,FH-14365,OFF-BI-10000343,Standard Class,2.946,1,0.0,0.5892000000000001,0.2,92,1003
200,US-2018-124303,FH-14365,OFF-PA-10002749,Standard Class,16.056,1,0.0,3.2112000000000003,0.2,92,1003
201,CA-2018-105074,MB-17305,OFF-PA-10002666,Standard Class,21.744,1,0.0,4.3488,0.19999999999999998,93,223
202,CA-2015-133690,BS-11755,FUR-TA-10004289,First Class,218.75,1,0.0,43.75,0.2,94,80
203,CA-2015-133690,BS-11755,OFF-AP-10003622,First Class,2.6,1,0.0,0.52,0.2,94,80
204,US-2018-116701,LC-17140,OFF-AP-10003217,Second Class,66.284,1,0.0,13.256800000000002,0.2,95,203
205,CA-2018-126382,HK-14890,FUR-FU-10002960,Standard Class,35.168,1,0.0,7.0336,0.2,96,1243
206,CA-2018-108329,LE-16810,TEC-PH-10001918,Standard Class,444.768,1,0.0,88.9536,0.2,35,818
207,CA-2018-135860,JH-15985,OFF-ST-10000642,Standard Class,83.92,1,0.0,16.784000000000002,0.20000000000000004,97,227
208,CA-2018-135860,JH-15985,TEC-PH-10001700,Standard Class,131.98,1,0.0,26.396,0.2,97,227
209,CA-2018-135860,JH-15985,OFF-BI-10003274,Standard Class,15.92,1,0.0,3.184,0.2,97,227
210,CA-2018-135860,JH-15985,OFF-FA-10000134,Standard Class,52.29,1,0.0,10.458,0.2,97,227
211,CA-2018-135860,JH-15985,OFF-ST-10001522,Standard Class,91.99,1,0.0,18.398,0.2,97,227
212,CA-2016-101007,MS-17980,TEC-AC-10001266,Second Class,20.8,1,0.0,4.16,0.2,98,1244
213,CA-2016-146262,VW-21775,OFF-LA-10004544,Standard Class,23.68,1,0.0,4.736,0.19999999999999998,99,1146
214,CA-2016-146262,VW-21775,FUR-BO-10004695,Standard Class,452.45,1,0.0,90.49000000000001,0.20000000000000004,99,1146
215,CA-2016-146262,VW-21775,TEC-PH-10002844,Standard Class,62.982,1,0.0,12.596400000000001,0.2,99,1146
216,CA-2016-146262,VW-21775,TEC-MA-10000864,Standard Class,1188.0,1,0.0,237.60000000000002,0.2,99,1146
217,CA-2016-146262,VW-21775,TEC-AC-10000109,Standard Class,89.584,1,0.0,17.916800000000002,0.2,99,1146
218,CA-2017-130162,JH-15910,OFF-ST-10001328,Standard Class,93.06,1,0.0,18.612000000000002,0.2,100,475
219,CA-2017-130162,JH-15910,TEC-PH-10002563,Standard Class,302.376,1,0.0,60.4752,0.2,100,475
220,CA-2016-169397,JB-15925,OFF-FA-10000585,First Class,5.584,1,0.0,1.1168,0.2,101,18
221,CA-2016-169397,JB-15925,OFF-PA-10004000,First Class,22.704,1,0.0,4.5408,0.19999999999999998,101,18
222,CA-2016-169397,JB-15925,OFF-BI-10002852,First Class,19.776,1,0.0,3.9552,0.2,101,18
223,CA-2016-169397,JB-15925,FUR-FU-10000087,First Class,72.704,1,0.0,14.540799999999999,0.2,101,18
224,CA-2016-169397,JB-15925,TEC-MA-10001148,First Class,479.988,1,0.0,95.9976,0.2,101,18
225,CA-2016-169397,JB-15925,OFF-AR-10001958,First Class,27.168,1,0.0,5.4336,0.2,101,18
226,CA-2016-163055,DS-13180,OFF-AR-10001026,Standard Class,2.2,1,0.0,0.44000000000000006,0.2,102,749
227,CA-2016-163055,DS-13180,FUR-TA-10003748,Standard Class,622.45,1,0.0,124.49000000000001,0.2,102,749
228,CA-2016-163055,DS-13180,OFF-ST-10002485,Standard Class,21.98,1,0.0,4.396,0.19999999999999998,102,749
229,US-2016-145436,VD-21670,FUR-CH-10004860,Standard Class,161.568,1,0.0,32.3136,0.19999999999999998,103,1245
230,US-2016-145436,VD-21670,FUR-CH-10004477,Standard Class,389.696,1,0.0,77.93920000000001,0.2,103,1245
231,US-2015-156216,EA-14035,OFF-BI-10001679,Standard Class,18.648,1,0.0,3.7296,0.2,104,329
232,US-2018-100930,CS-12400,FUR-TA-10001705,Standard Class,233.86,1,0.0,46.772000000000006,0.2,105,484
233,US-2018-100930,CS-12400,FUR-TA-10003473,Standard Class,620.6145,1,0.0,124.12290000000002,0.2,105,484
234,US-2018-100930,CS-12400,OFF-BI-10001679,Standard Class,5.328,1,0.0,1.0656,0.2,105,484
235,US-2018-100930,CS-12400,FUR-FU-10004017,Standard Class,258.072,1,0.0,51.6144,0.2,105,484
236,US-2018-100930,CS-12400,TEC-AC-10003832,Standard Class,617.976,1,0.0,123.5952,0.2,105,484
237,CA-2018-160514,DB-13120,OFF-PA-10002479,Standard Class,10.56,1,0.0,2.112,0.2,106,674
238,CA-2017-157749,KL-16645,OFF-PA-10003349,Second Class,25.92,1,0.0,5.184000000000001,0.20000000000000004,31,633
